1.00,0.09111
1.00,0.09111
1.00,0.08796
1.00,0.08482
1.00,0.08482
1.00,0.08168
1.00,0.07854
1.00,0.07854
1.00,0.07540
1.00,0.07540
1.00,0.07226
1.00,0.07226
1.00,0.07226
1.00,0.06911
1.00,0.06911
1.00,0.06911
1.00,0.06911
1.00,0.06597
1.00,0.06597
1.00,0.06597
1.00,0.06597
1.00,0.06597
1.00,0.06597
1.00,0.06597
1.00,0.06597
1.00,0.06911
1.00,0.06911
1.00,0.06911
1.00,0.06911
1.00,0.07226
1.00,0.07226
1.00,0.07226
1.00,0.07540
1.00,0.07540
1.00,0.07540
1.00,0.07854
1.00,0.07854
1.00,0.08168
1.00,0.08482
1.00,0.08482
1.00,0.08796
1.00,0.08796
1.00,0.09111
1.00,0.09425
1.00,0.09425
1.00,0.09739
1.00,0.10053
1.00,0.10367
1.00,0.10367
1.00,0.10681
1.00,0.10996
1.00,0.11310
1.00,0.11624
1.00,0.11938
1.00,0.11938
1.00,0.12252
1.00,0.12566
1.00,0.12881
1.00,0.13195
1.00,0.13509
1.00,0.13823
1.00,0.14137
1.00,0.14451
1.00,0.14765
1.00,0.14765
1.00,0.15080
1.00,0.15394
1.00,0.15708
1.00,0.16022
1.00,0.16336
1.00,0.16650
1.00,0.16965
1.00,0.16965
1.00,0.17279
1.00,0.17593
1.00,0.17907
1.00,0.18221
1.00,0.18221
1.00,0.18535
1.00,0.18850
1.00,0.19164
1.00,0.19164
1.00,0.19478
1.00,0.19792
1.00,0.19792
1.00,0.20106
1.00,0.20420
1.00,0.20420
1.00,0.20735
1.00,0.20735
1.00,0.21049
1.00,0.21049
1.00,0.21049
1.00,0.21363
1.00,0.21363
1.00,0.21363
1.00,0.21677
1.00,0.21677
1.00,0.21677
1.00,0.21677
1.00,0.21991
1.00,0.21991
1.00,0.21991
1.00,0.21991
1.00,0.21991
1.00,0.21991
1.00,0.21991
1.00,0.21991
1.00,0.21991
1.00,0.21991
1.00,0.21677
1.00,0.21677
1.00,0.21677
1.00,0.21677
1.00,0.21677
1.00,0.21363
1.00,0.21363
1.00,0.21363
1.00,0.21049
1.00,0.21049
1.00,0.21049
1.00,0.20735
1.00,0.20735
1.00,0.20420
1.00,0.20420
1.00,0.20106
1.00,0.20106
1.00,0.19792
1.00,0.19792
1.00,0.19478
1.00,0.19478
1.00,0.19164
1.00,0.18850
1.00,0.18850
1.00,0.18535
1.00,0.18221
1.00,0.18221
1.00,0.17907
1.00,0.17593
1.00,0.17593
1.00,0.17279
1.00,0.16965
1.00,0.16965
1.00,0.16650
1.00,0.16336
1.00,0.16336
1.00,0.16022
1.00,0.15708
1.00,0.15394
1.00,0.15394
1.00,0.15080
1.00,0.14765
1.00,0.14765
1.00,0.14451
1.00,0.14137
1.00,0.14137
1.00,0.13823
1.00,0.13509
1.00,0.13509
1.00,0.13195
1.00,0.13195
1.00,0.12881
1.00,0.12566
1.00,0.12566
1.00,0.12252
1.00,0.12252
1.00,0.11938
1.00,0.11938
1.00,0.11624
1.00,0.11624
1.00,0.11310
1.00,0.11310
1.00,0.10996
1.00,0.10996
1.00,0.10996
1.00,0.10681
1.00,0.10681
1.00,0.10681
1.00,0.10367
1.00,0.10367
1.00,0.10367
1.00,0.10367
1.00,0.10367
1.00,0.10367
1.00,0.10053
1.00,0.10053
1.00,0.10053
1.00,0.10053
1.00,0.10053
1.00,0.10053
1.00,0.10053
1.00,0.10053
1.00,0.10053
1.00,0.10053
1.00,0.10367
1.00,0.10367
1.00,0.10367
1.00,0.10367
1.00,0.10367
1.00,0.10367
1.00,0.10681
1.00,0.10681
1.00,0.10681
1.00,0.10681
1.00,0.10996
1.00,0.10996
1.00,0.10996
1.00,0.11310
1.00,0.11310
1.00,0.11310
1.00,0.11624
1.00,0.11624
1.00,0.11624
1.00,0.11938
1.00,0.11938
1.00,0.12252
1.00,0.12252
1.00,0.12566
1.00,0.12566
1.00,0.12566
1.00,0.12881
1.00,0.12881
1.00,0.13195
1.00,0.13195
1.00,0.13509
1.00,0.13509
1.00,0.13823
1.00,0.13823
1.00,0.14137
1.00,0.14137
1.00,0.14451
1.00,0.14451
1.00,0.14765
1.00,0.14765
1.00,0.15080
1.00,0.15080
1.00,0.15394
1.00,0.15394
1.00,0.15708
1.00,0.15708
1.00,0.16022
1.00,0.16022
1.00,0.16022
1.00,0.16336
1.00,0.16336
1.00,0.16650
1.00,0.16650
1.00,0.16965
1.00,0.16965
1.00,0.16965
1.00,0.17279
1.00,0.17279
1.00,0.17279
1.00,0.17593
1.00,0.17593
1.00,0.17593
1.00,0.17907
1.00,0.17907
1.00,0.17907
1.00,0.17907
1.00,0.17907
1.00,0.18221
1.00,0.18221
1.00,0.18221
1.00,0.18221
1.00,0.18221
1.00,0.18221
1.00,0.18221
1.00,0.18535
1.00,0.18535
1.00,0.18535
1.00,0.18535
1.00,0.18535
1.00,0.18535
1.00,0.18535
1.00,0.18535
1.00,0.18535
1.00,0.18535
1.00,0.18535
1.00,0.18221
1.00,0.18221
1.00,0.18221
1.00,0.18221
1.00,0.18221
1.00,0.18221
1.00,0.18221
1.00,0.18221
1.00,0.17907
1.00,0.17907
1.00,0.17907
1.00,0.17907
1.00,0.17907
1.00,0.17593
1.00,0.17593
1.00,0.17593
1.00,0.17593
1.00,0.17593
1.00,0.17279
1.00,0.17279
1.00,0.17279
1.00,0.17279
1.00,0.16965
1.00,0.16965
1.00,0.16965
1.00,0.16965
1.00,0.16650
1.00,0.16650
1.00,0.16650
1.00,0.16336
1.00,0.16336
1.00,0.16336
1.00,0.16336
1.00,0.16022
1.00,0.16022
1.00,0.16022
1.00,0.15708
1.00,0.15708
1.00,0.15708
1.00,0.15708
1.00,0.15394
1.00,0.15394
1.00,0.15394
1.00,0.15394
1.00,0.15080
1.00,0.15080
1.00,0.15080
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14451
1.00,0.14451
1.00,0.14451
1.00,0.14451
1.00,0.14137
1.00,0.14137
1.00,0.14137
1.00,0.14137
1.00,0.14137
1.00,0.14137
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13509
1.00,0.13509
1.00,0.13509
1.00,0.13509
1.00,0.13509
1.00,0.13509
1.00,0.13509
1.00,0.13509
1.00,0.13509
1.00,0.13509
1.00,0.13509
1.00,0.13509
1.00,0.13509
1.00,0.13509
1.00,0.13509
1.00,0.13509
1.00,0.13509
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.13823
1.00,0.14137
1.00,0.14137
1.00,0.14137
1.00,0.14137
1.00,0.14137
1.00,0.14137
1.00,0.14137
1.00,0.14137
1.00,0.14137
1.00,0.14137
1.00,0.14137
1.00,0.14137
1.00,0.14451
1.00,0.14451
1.00,0.14451
1.00,0.14451
1.00,0.14451
1.00,0.14451
1.00,0.14451
1.00,0.14451
1.00,0.14451
1.00,0.14451
1.00,0.14451
1.00,0.14451
1.00,0.14451
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
1.00,0.14765
